respondent_id,age_group,gender,nps,satisfaction,channel,free_text,submitted_at
R2025-001133,20대,남성,8,4,카카오톡 채널,고객센터 연결까지 대기 시간이 길었습니다.,2025-05-10 20:29:00
R2025-001134,40대,남성,5,2,인스타그램,기존 고객에게도 혜택이 더 있으면 좋겠습니다.,2025-05-10 23:03:00
R2025-001135,60대 이상,남성,0,2,인스타그램,기존 고객에게도 혜택이 더 있으면 좋겠습니다.,2025-05-10 23:41:00
R2025-001136,30대,여성,9,4,네이버 검색,예약 확인 화면이 직관적이라 실수가 줄었습니다.,2025-05-10 23:55:00
R2025-001137,30대,여성,7,3,인스타그램,환불 절차가 예상보다 오래 걸렸습니다.,2025-05-11 02:21:00
R2025-001138,30대,여성,10,4,이메일,예약 확인 화면이 직관적이라 실수가 줄었습니다.,2025-05-11 02:32:00
R2025-001139,20대,남성,3,2,지인 추천,문의 유형을 고르는 단계가 많아서 시간이 걸렸습니다.,2025-05-11 04:09:00
R2025-001140,40대,여성,9,4,오프라인 매장,전체적으로 안정적이지만 로딩 속도는 개선되면 좋겠습니다.,2025-05-11 05:04:00
R2025-001141,30대,남성,8,4,카카오톡 채널,품절 대체 안내가 빨라서 불편이 적었습니다.,2025-05-11 05:15:00
R2025-001142,50대,남성,10,5,인스타그램,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-05-11 05:45:00
R2025-001143,50대,남성,9,5,네이버 검색,필요한 메뉴가 눈에 잘 들어와서 사용하기 편했습니다.,2025-05-11 07:56:00
R2025-001144,50대,남성,6,3,카카오톡 채널,쿠폰 적용 방법이 더 잘 보이면 좋겠습니다.,2025-05-11 08:10:00
R2025-001145,30대,여성,10,4,인스타그램,쿠폰 적용 방법이 더 잘 보이면 좋겠습니다.,2025-05-11 08:11:00
R2025-001146,30대,남성,4,3,네이버 검색,서비스 품질은 좋지만 가격은 조금 부담됩니다.,2025-05-11 08:49:00
R2025-001147,40대,남성,10,4,네이버 검색,필요한 메뉴가 눈에 잘 들어와서 사용하기 편했습니다.,2025-05-11 09:33:00
R2025-001148,50대,남성,5,2,지인 추천,고객센터 연결까지 대기 시간이 길었습니다.,2025-05-11 11:50:00
R2025-001149,30대,남성,9,4,카카오톡 채널,포인트 적립 내역이 바로 보여서 만족했습니다.,2025-05-11 12:23:00
R2025-001150,50대,남성,7,3,카카오톡 채널,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-05-11 12:30:00
R2025-001151,20대,응답하지 않음,9,5,네이버 검색,예약 확인 화면이 직관적이라 실수가 줄었습니다.,2025-05-11 14:27:00
R2025-001152,50대,여성,8,4,인스타그램,이벤트 안내가 실제 구매에 도움이 됐습니다.,2025-05-11 18:22:00
R2025-001153,20대,남성,7,4,카카오톡 채널,반품 배송비 안내가 더 앞쪽에 있으면 좋겠습니다.,2025-05-11 19:26:00
R2025-001154,20대,남성,4,3,인스타그램,가격 대비 품질이 좋아서 주변에 추천했습니다.,2025-05-11 20:34:00
R2025-001155,30대,여성,7,3,인스타그램,주소 입력 화면에서 자동완성이 잘 작동했습니다.,2025-05-11 20:57:00
R2025-001156,20대,남성,3,3,네이버 검색,사용 중 오류가 한 번 있었지만 재접속 후 해결됐습니다.,2025-05-11 23:00:00
R2025-001157,20대,여성,9,5,이메일,앱에서 필요한 정보를 찾기 쉬워서 만족합니다.,2025-05-12 00:15:00
R2025-001158,10대,남성,9,5,네이버 검색,회원 혜택이 명확해서 계속 이용할 생각입니다.,2025-05-12 00:20:00
R2025-001159,30대,여성,3,2,카카오톡 채널,앱 푸시로 받은 혜택을 바로 사용할 수 있어 편했습니다.,2025-05-12 00:47:00
R2025-001160,40대,여성,10,4,네이버 검색,품절 대체 안내가 빨라서 불편이 적었습니다.,2025-05-12 03:13:00
R2025-001161,10대,남성,7,4,인스타그램,재고 안내가 정확해서 헛걸음하지 않았습니다.,2025-05-12 03:32:00
R2025-001162,40대,여성,3,1,카카오톡 채널,상세 페이지 사진이 충분해서 구매 결정에 도움이 됐습니다.,2025-05-12 05:25:00
R2025-001163,50대,여성,7,4,이메일,문의 접수 후 예상 처리 시간이 표시되면 좋겠습니다.,2025-05-12 05:36:00
R2025-001164,20대,여성,6,2,카카오톡 채널,배송 기사님 요청사항 반영이 잘 됐습니다.,2025-05-12 08:16:00
R2025-001165,20대,여성,5,3,지인 추천,첫 화면에 정보가 많아서 조금 복잡하게 느껴졌습니다.,2025-05-12 09:38:00
R2025-001166,50대,남성,7,4,네이버 검색,재고 안내가 정확해서 헛걸음하지 않았습니다.,2025-05-12 10:19:00
R2025-001167,50대,남성,6,3,네이버 검색,프로모션 문구가 이해하기 쉬웠습니다.,2025-05-12 10:56:00
R2025-001168,30대,여성,9,5,카카오톡 채널,첫 화면에 정보가 많아서 조금 복잡하게 느껴졌습니다.,2025-05-12 11:40:00
R2025-001169,50대,남성,9,4,인스타그램,문의 남긴 뒤 안내가 조금 늦어서 아쉬웠습니다.,2025-05-12 12:04:00
R2025-001170,20대,여성,9,5,카카오톡 채널,이벤트 안내가 실제 구매에 도움이 됐습니다.,2025-05-12 12:50:00
R2025-001171,30대,남성,8,4,앱 푸시,서비스 품질은 좋지만 가격은 조금 부담됩니다.,2025-05-12 13:58:00
R2025-001172,40대,여성,10,5,지인 추천,문의 접수 후 예상 처리 시간이 표시되면 좋겠습니다.,2025-05-12 14:19:00
R2025-001173,20대,여성,7,3,앱 푸시,모바일 화면에서 버튼 위치가 조금 헷갈렸습니다.,2025-05-12 14:34:00
R2025-001174,40대,여성,8,4,카카오톡 채널,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-05-12 17:28:00
R2025-001175,30대,남성,7,4,오프라인 매장,교환 신청 화면이 간단해서 부담이 없었습니다.,2025-05-12 17:47:00
R2025-001176,40대,여성,10,5,인스타그램,회원 등급 설명이 한눈에 들어오지 않았습니다.,2025-05-12 20:51:00
R2025-001177,30대,여성,5,3,인스타그램,교환 신청 화면이 간단해서 부담이 없었습니다.,2025-05-12 21:54:00
R2025-001178,30대,남성,7,4,앱 푸시,서비스 품질은 좋지만 가격은 조금 부담됩니다.,2025-05-12 23:03:00
R2025-001179,20대,남성,8,4,지인 추천,신규 고객용 안내가 조금 더 자세했으면 합니다.,2025-05-13 04:23:00
R2025-001180,20대,여성,4,3,이메일,회원 등급 설명이 한눈에 들어오지 않았습니다.,2025-05-13 06:48:00
R2025-001181,40대,남성,10,5,지인 추천,앱 푸시로 받은 혜택을 바로 사용할 수 있어 편했습니다.,2025-05-13 07:11:00
R2025-001182,20대,남성,5,3,네이버 검색,매장 직원이 대안을 제시해줘서 문제를 빨리 해결했습니다.,2025-05-13 07:42:00
R2025-001183,20대,여성,6,3,지인 추천,서비스 품질은 좋지만 가격은 조금 부담됩니다.,2025-05-13 09:39:00
R2025-001184,20대,남성,8,4,인스타그램,알림이 너무 자주 와서 설정을 바꿨습니다.,2025-05-13 10:29:00
R2025-001185,20대,여성,8,4,이메일,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-05-13 11:30:00
R2025-001186,50대,남성,0,1,오프라인 매장,앱 푸시로 받은 혜택을 바로 사용할 수 있어 편했습니다.,2025-05-13 11:45:00
R2025-001187,30대,여성,3,2,네이버 검색,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-05-13 11:47:00
R2025-001188,60대 이상,남성,8,3,네이버 검색,혜택 조건이 복잡해서 한 번 더 확인해야 했습니다.,2025-05-13 14:43:00
R2025-001189,20대,여성,6,4,네이버 검색,할인 금액이 결제 전 명확하게 보여서 좋았습니다.,2025-05-13 15:41:00
R2025-001190,40대,여성,9,5,인스타그램,결제 단계가 단순해서 다시 이용할 것 같습니다.,2025-05-13 15:47:00
R2025-001191,30대,남성,8,4,네이버 검색,검색 필터가 세분화되어 원하는 상품을 빨리 찾았습니다.,2025-05-13 17:24:00
R2025-001192,30대,여성,4,2,지인 추천,카카오톡으로 문의하니 답변 확인이 편했습니다.,2025-05-13 18:17:00
R2025-001193,50대,남성,9,4,인스타그램,환불 절차가 예상보다 오래 걸렸습니다.,2025-05-13 18:53:00
R2025-001194,60대 이상,응답하지 않음,9,5,오프라인 매장,배송 안내 문자가 제때 와서 안심이 됐습니다.,2025-05-13 19:12:00
R2025-001195,50대,남성,6,4,네이버 검색,배송 기사님 요청사항 반영이 잘 됐습니다.,2025-05-14 02:09:00
R2025-001196,20대,여성,6,3,인스타그램,앱 푸시로 받은 혜택을 바로 사용할 수 있어 편했습니다.,2025-05-14 03:27:00
R2025-001197,20대,남성,3,2,네이버 검색,사용 중 오류가 한 번 있었지만 재접속 후 해결됐습니다.,2025-05-14 05:06:00
R2025-001198,40대,여성,10,5,이메일,상품 설명과 실제 구성이 거의 같아서 신뢰가 갔습니다.,2025-05-14 05:10:00
R2025-001199,30대,여성,10,5,네이버 검색,검색 필터가 세분화되어 원하는 상품을 빨리 찾았습니다.,2025-05-14 08:02:00
R2025-001200,40대,남성,2,2,네이버 검색,예약 확인 화면이 직관적이라 실수가 줄었습니다.,2025-05-14 08:11:00
R2025-001201,40대,남성,9,5,네이버 검색,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-05-14 08:58:00
R2025-001202,40대,남성,1,2,오프라인 매장,반품 배송비 안내가 더 앞쪽에 있으면 좋겠습니다.,2025-05-14 09:42:00
R2025-001203,50대,여성,4,2,네이버 검색,추천 상품이 제 관심사와 잘 맞았습니다.,2025-05-14 10:09:00
R2025-001204,40대,남성,7,4,인스타그램,처음 이용했는데 가입 절차가 어렵지 않았습니다.,2025-05-14 11:15:00
R2025-001205,10대,남성,7,4,오프라인 매장,기존 고객에게도 혜택이 더 있으면 좋겠습니다.,2025-05-14 11:27:00
R2025-001206,10대,여성,7,4,오프라인 매장,앱 푸시로 받은 혜택을 바로 사용할 수 있어 편했습니다.,2025-05-14 11:31:00
R2025-001207,40대,남성,10,5,네이버 검색,기존 고객에게도 혜택이 더 있으면 좋겠습니다.,2025-05-14 11:37:00
R2025-001208,30대,여성,9,5,네이버 검색,문의 유형을 고르는 단계가 많아서 시간이 걸렸습니다.,2025-05-14 17:08:00
R2025-001209,20대,여성,1,2,카카오톡 채널,상담원이 상황을 잘 이해하고 해결책을 안내했습니다.,2025-05-14 20:01:00
R2025-001210,30대,남성,8,4,네이버 검색,서비스 품질은 좋지만 가격은 조금 부담됩니다.,2025-05-14 20:14:00
R2025-001211,40대,응답하지 않음,10,5,지인 추천,문제 발생 후 처리 결과를 끝까지 알려줘서 좋았습니다.,2025-05-14 20:16:00
R2025-001212,50대,여성,7,4,카카오톡 채널,모바일 화면에서 버튼 위치가 조금 헷갈렸습니다.,2025-05-14 23:37:00
R2025-001213,40대,여성,9,5,카카오톡 채널,상품 설명과 실제 구성이 거의 같아서 신뢰가 갔습니다.,2025-05-15 00:57:00
R2025-001214,30대,여성,9,4,네이버 검색,상품 비교 기능이 있으면 더 좋겠습니다.,2025-05-15 01:47:00
R2025-001215,30대,남성,2,2,인스타그램,알림이 너무 자주 와서 설정을 바꿨습니다.,2025-05-15 02:31:00
R2025-001216,30대,여성,7,3,네이버 검색,상담 기록이 남아 있어서 같은 설명을 반복하지 않아도 됐습니다.,2025-05-15 02:44:00
R2025-001217,30대,여성,9,5,지인 추천,상품 비교 기능이 있으면 더 좋겠습니다.,2025-05-15 03:32:00
R2025-001218,40대,응답하지 않음,10,5,네이버 검색,예약 확인 화면이 직관적이라 실수가 줄었습니다.,2025-05-15 03:50:00
R2025-001219,40대,여성,3,2,앱 푸시,배송 안내 문자가 제때 와서 안심이 됐습니다.,2025-05-15 04:51:00
R2025-001220,20대,남성,4,2,지인 추천,주문 변경이 바로 반영돼서 편리했습니다.,2025-05-15 10:16:00
R2025-001221,10대,여성,8,4,네이버 검색,처음 이용했는데 가입 절차가 어렵지 않았습니다.,2025-05-15 10:55:00
R2025-001222,20대,남성,4,2,네이버 검색,전체적으로 안정적이지만 로딩 속도는 개선되면 좋겠습니다.,2025-05-15 10:59:00
R2025-001223,50대,여성,4,2,카카오톡 채널,고객센터 답변이 정중했지만 해결까지 시간이 걸렸습니다.,2025-05-15 11:13:00
R2025-001224,40대,여성,10,5,네이버 검색,사용 중 오류가 한 번 있었지만 재접속 후 해결됐습니다.,2025-05-15 11:44:00
R2025-001225,20대,여성,10,5,네이버 검색,앱 푸시로 받은 혜택을 바로 사용할 수 있어 편했습니다.,2025-05-15 11:57:00
R2025-001226,50대,남성,9,5,이메일,문의 남긴 뒤 안내가 조금 늦어서 아쉬웠습니다.,2025-05-15 16:44:00
R2025-001227,30대,남성,8,4,인스타그램,품절 대체 안내가 빨라서 불편이 적었습니다.,2025-05-15 17:39:00
R2025-001228,30대,여성,6,3,네이버 검색,예약 확인 화면이 직관적이라 실수가 줄었습니다.,2025-05-15 23:23:00
R2025-001229,50대,여성,9,5,인스타그램,환불 절차가 예상보다 오래 걸렸습니다.,2025-05-15 23:57:00
R2025-001230,20대,남성,3,3,네이버 검색,상세 페이지 사진이 충분해서 구매 결정에 도움이 됐습니다.,2025-05-16 00:11:00
R2025-001231,20대,여성,6,3,앱 푸시,직원 응대가 친절했고 설명도 이해하기 쉬웠습니다.,2025-05-16 01:05:00
R2025-001232,40대,여성,9,5,네이버 검색,배송 예정일이 실제와 달라 일정 조정이 필요했습니다.,2025-05-16 01:29:00
R2025-001233,20대,남성,9,4,지인 추천,예약 확인 화면이 직관적이라 실수가 줄었습니다.,2025-05-16 02:15:00
R2025-001234,40대,여성,9,5,오프라인 매장,상품 설명과 실제 구성이 거의 같아서 신뢰가 갔습니다.,2025-05-16 03:33:00
R2025-001235,20대,여성,7,3,네이버 검색,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-05-16 04:19:00
R2025-001236,20대,여성,9,5,네이버 검색,주문 변경이 바로 반영돼서 편리했습니다.,2025-05-16 05:39:00
R2025-001237,20대,여성,7,4,카카오톡 채널,결제 단계가 단순해서 다시 이용할 것 같습니다.,2025-05-16 09:43:00
R2025-001238,30대,남성,8,4,이메일,신규 고객용 안내가 조금 더 자세했으면 합니다.,2025-05-16 12:09:00
R2025-001239,20대,남성,9,5,인스타그램,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-05-16 13:00:00
R2025-001240,20대,남성,7,3,지인 추천,앱 푸시로 받은 혜택을 바로 사용할 수 있어 편했습니다.,2025-05-16 13:27:00
R2025-001241,50대,여성,9,4,오프라인 매장,프로모션 문구가 이해하기 쉬웠습니다.,2025-05-16 15:18:00
R2025-001242,30대,남성,8,4,오프라인 매장,상담원이 상황을 잘 이해하고 해결책을 안내했습니다.,2025-05-16 17:10:00
R2025-001243,30대,여성,10,5,인스타그램,처음 이용했는데 가입 절차가 어렵지 않았습니다.,2025-05-16 18:15:00
R2025-001244,20대,남성,9,5,인스타그램,매장 직원이 대안을 제시해줘서 문제를 빨리 해결했습니다.,2025-05-16 18:34:00
R2025-001245,30대,여성,7,4,지인 추천,고객센터 연결까지 대기 시간이 길었습니다.,2025-05-16 19:30:00
R2025-001246,20대,남성,2,2,네이버 검색,앱 푸시로 받은 혜택을 바로 사용할 수 있어 편했습니다.,2025-05-16 20:17:00
R2025-001247,40대,여성,6,3,이메일,반품 배송비 안내가 더 앞쪽에 있으면 좋겠습니다.,2025-05-16 20:26:00
R2025-001248,20대,여성,10,5,네이버 검색,가격 대비 품질이 좋아서 주변에 추천했습니다.,2025-05-16 20:31:00
R2025-001249,50대,여성,10,5,네이버 검색,상품 설명과 실제 구성이 거의 같아서 신뢰가 갔습니다.,2025-05-16 23:18:00
R2025-001250,50대,여성,10,5,오프라인 매장,배송 완료 사진이 남아 있어 확인이 쉬웠습니다.,2025-05-16 23:57:00
R2025-001251,20대,여성,1,1,카카오톡 채널,배송 예정일이 실제와 달라 일정 조정이 필요했습니다.,2025-05-17 01:38:00
R2025-001252,20대,남성,5,3,네이버 검색,이벤트 안내가 실제 구매에 도움이 됐습니다.,2025-05-17 02:01:00
R2025-001253,20대,남성,9,4,네이버 검색,상품 설명과 실제 구성이 거의 같아서 신뢰가 갔습니다.,2025-05-17 02:10:00
R2025-001254,40대,여성,9,4,인스타그램,주문 변경이 바로 반영돼서 편리했습니다.,2025-05-17 04:25:00
R2025-001255,20대,남성,5,2,이메일,상담 답변이 빨랐고 처리 과정이 깔끔했습니다.,2025-05-17 06:24:00
R2025-001256,50대,남성,9,4,네이버 검색,회원 혜택이 명확해서 계속 이용할 생각입니다.,2025-05-17 11:23:00
R2025-001257,40대,남성,5,3,네이버 검색,모바일 화면에서 버튼 위치가 조금 헷갈렸습니다.,2025-05-17 12:27:00
R2025-001258,50대,남성,7,4,인스타그램,처음 이용했는데 가입 절차가 어렵지 않았습니다.,2025-05-17 12:47:00
R2025-001259,30대,남성,7,3,앱 푸시,앱 디자인이 깔끔하고 글자가 잘 보입니다.,2025-05-17 13:39:00
R2025-001260,60대 이상,남성,1,2,네이버 검색,상품 비교 기능이 있으면 더 좋겠습니다.,2025-05-17 13:55:00
R2025-001261,10대,남성,3,2,앱 푸시,결제 오류 안내가 구체적이지 않아 재시도했습니다.,2025-05-17 15:49:00
R2025-001262,30대,남성,10,5,이메일,알림이 너무 자주 와서 설정을 바꿨습니다.,2025-05-17 16:54:00
R2025-001263,30대,여성,7,4,카카오톡 채널,환불 절차가 예상보다 오래 걸렸습니다.,2025-05-17 18:42:00
R2025-001264,60대 이상,여성,10,5,오프라인 매장,포장 상태가 깔끔했고 파손 없이 도착했습니다.,2025-05-17 20:00:00
R2025-001265,40대,여성,10,4,지인 추천,매장 직원이 대안을 제시해줘서 문제를 빨리 해결했습니다.,2025-05-17 20:55:00
R2025-001266,50대,남성,7,4,인스타그램,모바일 화면에서 버튼 위치가 조금 헷갈렸습니다.,2025-05-17 21:29:00
R2025-001267,20대,여성,5,3,카카오톡 채널,알림이 너무 자주 와서 설정을 바꿨습니다.,2025-05-17 22:57:00
R2025-001268,60대 이상,남성,8,4,오프라인 매장,앱 디자인이 깔끔하고 글자가 잘 보입니다.,2025-05-18 00:43:00
R2025-001269,30대,남성,7,3,오프라인 매장,주문 변경이 바로 반영돼서 편리했습니다.,2025-05-18 01:05:00
R2025-001270,30대,응답하지 않음,8,4,오프라인 매장,매장 픽업 시간이 정확하게 안내됐습니다.,2025-05-18 03:10:00
R2025-001271,60대 이상,여성,8,5,앱 푸시,회원 혜택이 명확해서 계속 이용할 생각입니다.,2025-05-18 03:13:00
R2025-001272,30대,남성,9,5,인스타그램,검색 필터가 세분화되어 원하는 상품을 빨리 찾았습니다.,2025-05-18 03:14:00
R2025-001273,30대,남성,4,3,오프라인 매장,배송 기사님 요청사항 반영이 잘 됐습니다.,2025-05-18 04:09:00
R2025-001274,40대,여성,7,4,이메일,반품 배송비 안내가 더 앞쪽에 있으면 좋겠습니다.,2025-05-18 05:46:00
R2025-001275,20대,남성,5,3,네이버 검색,교환 신청 화면이 간단해서 부담이 없었습니다.,2025-05-18 08:36:00
R2025-001276,30대,여성,2,1,네이버 검색,상담원이 상황을 잘 이해하고 해결책을 안내했습니다.,2025-05-18 08:39:00
R2025-001277,20대,남성,9,4,카카오톡 채널,주문 변경이 바로 반영돼서 편리했습니다.,2025-05-18 09:49:00
R2025-001278,20대,여성,8,4,이메일,할인 금액이 결제 전 명확하게 보여서 좋았습니다.,2025-05-18 15:50:00
R2025-001279,50대,여성,9,4,카카오톡 채널,배송 안내 문자가 제때 와서 안심이 됐습니다.,2025-05-18 16:34:00
R2025-001280,40대,여성,1,2,지인 추천,모바일 화면에서 버튼 위치가 조금 헷갈렸습니다.,2025-05-18 21:02:00
R2025-001281,30대,여성,10,5,네이버 검색,매장 픽업 시간이 정확하게 안내됐습니다.,2025-05-18 21:09:00
R2025-001282,30대,여성,10,5,카카오톡 채널,고객센터 연결까지 대기 시간이 길었습니다.,2025-05-18 21:26:00
R2025-001283,30대,남성,8,4,인스타그램,문의 남긴 뒤 안내가 조금 늦어서 아쉬웠습니다.,2025-05-18 21:55:00
R2025-001284,40대,여성,10,5,네이버 검색,환불 절차가 예상보다 오래 걸렸습니다.,2025-05-18 22:08:00
R2025-001285,50대,여성,5,3,이메일,주문 변경이 바로 반영돼서 편리했습니다.,2025-05-18 22:14:00
R2025-001286,50대,남성,9,4,네이버 검색,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-05-18 22:57:00
R2025-001287,30대,남성,10,5,이메일,처음 이용했는데 가입 절차가 어렵지 않았습니다.,2025-05-18 23:15:00
R2025-001288,30대,남성,9,5,네이버 검색,앱에서 필요한 정보를 찾기 쉬워서 만족합니다.,2025-05-19 03:17:00
R2025-001289,30대,남성,10,5,앱 푸시,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-05-19 03:18:00
R2025-001290,40대,여성,8,4,인스타그램,직원 응대가 친절했고 설명도 이해하기 쉬웠습니다.,2025-05-19 03:24:00
R2025-001291,30대,남성,10,5,네이버 검색,예약 확인 화면이 직관적이라 실수가 줄었습니다.,2025-05-19 03:59:00
R2025-001292,40대,여성,7,4,네이버 검색,앱 푸시로 받은 혜택을 바로 사용할 수 있어 편했습니다.,2025-05-19 05:44:00
R2025-001293,40대,남성,2,2,네이버 검색,교환 신청 화면이 간단해서 부담이 없었습니다.,2025-05-19 06:10:00
R2025-001294,30대,응답하지 않음,1,2,인스타그램,쿠폰 적용 방법이 더 잘 보이면 좋겠습니다.,2025-05-19 09:41:00
R2025-001295,30대,남성,9,5,오프라인 매장,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-05-19 09:45:00
R2025-001296,30대,남성,7,4,카카오톡 채널,결제 단계가 단순해서 다시 이용할 것 같습니다.,2025-05-19 11:57:00
R2025-001297,20대,남성,9,4,카카오톡 채널,회원 혜택이 명확해서 계속 이용할 생각입니다.,2025-05-19 12:36:00
R2025-001298,20대,여성,10,5,인스타그램,문의 남긴 뒤 안내가 조금 늦어서 아쉬웠습니다.,2025-05-19 14:30:00
R2025-001299,40대,남성,9,4,인스타그램,교환 신청 화면이 간단해서 부담이 없었습니다.,2025-05-19 16:06:00
R2025-001300,30대,남성,8,4,지인 추천,배송 기사님 요청사항 반영이 잘 됐습니다.,2025-05-19 20:56:00
R2025-001301,20대,응답하지 않음,7,4,인스타그램,프로모션 문구가 이해하기 쉬웠습니다.,2025-05-19 21:29:00
R2025-001302,40대,여성,8,4,지인 추천,직원 응대가 친절했고 설명도 이해하기 쉬웠습니다.,2025-05-20 01:10:00
R2025-001303,40대,여성,9,4,앱 푸시,오프라인 매장에서 안내받은 내용과 앱 정보가 일치했습니다.,2025-05-20 02:09:00
R2025-001304,20대,남성,8,4,카카오톡 채널,직원 응대가 친절했고 설명도 이해하기 쉬웠습니다.,2025-05-20 03:03:00
R2025-001305,50대,여성,7,4,네이버 검색,오프라인 매장에서 안내받은 내용과 앱 정보가 일치했습니다.,2025-05-20 03:04:00
R2025-001306,50대,여성,9,4,네이버 검색,회원 혜택이 명확해서 계속 이용할 생각입니다.,2025-05-20 04:06:00
R2025-001307,40대,여성,10,4,인스타그램,고객센터 답변이 정중했지만 해결까지 시간이 걸렸습니다.,2025-05-20 06:19:00
R2025-001308,40대,남성,10,5,카카오톡 채널,품절 대체 안내가 빨라서 불편이 적었습니다.,2025-05-20 07:45:00
R2025-001309,20대,여성,1,2,앱 푸시,가입 후 첫 구매 혜택이 명확해서 좋았습니다.,2025-05-20 08:04:00
R2025-001310,60대 이상,여성,9,4,지인 추천,문제 발생 후 처리 결과를 끝까지 알려줘서 좋았습니다.,2025-05-20 09:50:00
R2025-001311,30대,여성,8,4,인스타그램,상담 답변이 빨랐고 처리 과정이 깔끔했습니다.,2025-05-20 13:40:00
R2025-001312,50대,남성,1,2,오프라인 매장,결제 단계가 단순해서 다시 이용할 것 같습니다.,2025-05-20 15:12:00
R2025-001313,40대,남성,8,4,네이버 검색,주소 입력 화면에서 자동완성이 잘 작동했습니다.,2025-05-20 20:12:00
R2025-001314,10대,여성,8,4,오프라인 매장,상담원이 상황을 잘 이해하고 해결책을 안내했습니다.,2025-05-20 20:14:00
R2025-001315,10대,여성,7,4,네이버 검색,문제 발생 후 처리 결과를 끝까지 알려줘서 좋았습니다.,2025-05-20 21:02:00
R2025-001316,40대,남성,9,5,인스타그램,서비스 품질은 좋지만 가격은 조금 부담됩니다.,2025-05-20 22:45:00
R2025-001317,40대,여성,8,3,앱 푸시,사용 중 오류가 한 번 있었지만 재접속 후 해결됐습니다.,2025-05-20 23:06:00
R2025-001318,10대,남성,4,3,오프라인 매장,재고 안내가 정확해서 헛걸음하지 않았습니다.,2025-05-21 02:30:00
R2025-001319,40대,여성,5,3,이메일,이벤트 안내가 실제 구매에 도움이 됐습니다.,2025-05-21 02:58:00
R2025-001320,50대,남성,7,4,카카오톡 채널,검색 결과가 원하는 순서로 나오지 않아 불편했습니다.,2025-05-21 05:23:00
R2025-001321,30대,여성,9,4,오프라인 매장,품절 대체 안내가 빨라서 불편이 적었습니다.,2025-05-21 05:26:00
R2025-001322,30대,남성,9,5,인스타그램,재고 안내가 정확해서 헛걸음하지 않았습니다.,2025-05-21 07:54:00
R2025-001323,10대,여성,7,4,인스타그램,모바일 화면에서 버튼 위치가 조금 헷갈렸습니다.,2025-05-21 09:12:00
R2025-001324,50대,남성,5,3,네이버 검색,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-05-21 09:33:00
R2025-001325,30대,응답하지 않음,3,3,네이버 검색,이벤트 안내가 실제 구매에 도움이 됐습니다.,2025-05-21 10:09:00
R2025-001326,50대,남성,3,3,인스타그램,검색 결과가 원하는 순서로 나오지 않아 불편했습니다.,2025-05-21 10:24:00
R2025-001327,30대,여성,9,4,네이버 검색,카카오톡으로 문의하니 답변 확인이 편했습니다.,2025-05-21 10:34:00
R2025-001328,40대,여성,4,3,오프라인 매장,검색 필터가 세분화되어 원하는 상품을 빨리 찾았습니다.,2025-05-21 12:03:00
R2025-001329,30대,남성,9,4,이메일,매장 직원이 대안을 제시해줘서 문제를 빨리 해결했습니다.,2025-05-21 12:59:00
R2025-001330,20대,남성,9,5,앱 푸시,가입 후 첫 구매 혜택이 명확해서 좋았습니다.,2025-05-21 13:30:00
R2025-001331,40대,여성,9,4,네이버 검색,주소 입력 화면에서 자동완성이 잘 작동했습니다.,2025-05-21 14:02:00
R2025-001332,30대,여성,7,3,앱 푸시,회원 등급 설명이 한눈에 들어오지 않았습니다.,2025-05-21 14:57:00
R2025-001333,30대,여성,8,3,네이버 검색,가입 후 첫 구매 혜택이 명확해서 좋았습니다.,2025-05-21 15:12:00
R2025-001334,60대 이상,남성,8,4,인스타그램,상담 답변이 빨랐고 처리 과정이 깔끔했습니다.,2025-05-21 18:26:00
R2025-001335,60대 이상,남성,9,4,이메일,결제 단계가 단순해서 다시 이용할 것 같습니다.,2025-05-21 19:28:00
R2025-001336,50대,남성,4,2,네이버 검색,기존 고객에게도 혜택이 더 있으면 좋겠습니다.,2025-05-21 22:49:00
R2025-001337,20대,남성,10,5,네이버 검색,직원 응대가 친절했고 설명도 이해하기 쉬웠습니다.,2025-05-21 23:42:00
R2025-001338,40대,여성,8,4,네이버 검색,이전 구매 내역을 기준으로 다시 주문하기 편했습니다.,2025-05-22 00:51:00
R2025-001339,50대,여성,9,4,인스타그램,예약 확인 화면이 직관적이라 실수가 줄었습니다.,2025-05-22 02:59:00
R2025-001340,30대,여성,5,3,오프라인 매장,상품 비교 기능이 있으면 더 좋겠습니다.,2025-05-22 05:23:00
R2025-001341,20대,남성,8,3,네이버 검색,상세 페이지 사진이 충분해서 구매 결정에 도움이 됐습니다.,2025-05-22 05:34:00
R2025-001342,50대,여성,6,3,네이버 검색,가격 대비 품질이 좋아서 주변에 추천했습니다.,2025-05-22 07:46:00
